id,SUBURB,BOX-CODE,STR-CODE,AREA
533,ATLASVILLE EXT 2,,1459,BOKSBURG
534,ATLASVILLE UIT 2,,1459,BOKSBURG
535,ATLASVILLE EXT 3,,1459,BOKSBURG
536,ATLASVILLE UIT 3,,1459,BOKSBURG
537,ATOK,749,749,POLOKWANE
538,ATOOM,514,,NYLSTROOM
539,ATTAWAY,7354,,ATLANTIS
540,ATTERIDGEVILLE,6,8,PRETORIA
541,ATTERIDGEVILLE EAST,89,89,ATTERIDGEVILLE
542,ATTERIDGEVILLE-OOS,89,89,ATTERIDGEVILLE
543,ATTERIDGEVILLE EXT 16,,8,ATTERIDGEVILLE
544,ATTERIDGEVILLE UIT 16,,8,ATTERIDGEVILLE
545,ATTERIDGEVILLE EXT 17,,8,ATTERIDGEVILLE
546,ATTERIDGEVILLE UIT 17,,8,ATTERIDGEVILLE
547,ATTERIDGEVILLE EXT 18,,8,ATTERIDGEVILLE
548,ATTERIDGEVILLE UIT 18,,8,ATTERIDGEVILLE
549,ATTERIDGEVILLE EXT 2,,8,ATTERIDGEVILLE
550,ATTERIDGEVILLE UIT 2,,8,ATTERIDGEVILLE
551,ATTERIDGEVILLE EXT 3,,8,ATTERIDGEVILLE
552,ATTERIDGEVILLE UIT 3,,8,ATTERIDGEVILLE
553,ATTERIDGEVILLE EXT 4,,8,ATTERIDGEVILLE
554,ATTERIDGEVILLE UIT 4,,8,ATTERIDGEVILLE
555,ATTERIDGEVILLE EXT 42,,8,ATTERIDGEVILLE
556,ATTERIDGEVILLE UIT 42,,8,ATTERIDGEVILLE
557,ATTERIDGEVILLE EXT 6,8,8,ATTERIDGEVILLE
558,ATTERIDGEVILLE UIT 6,8,8,ATTERIDGEVILLE
559,ATTERIDGEVILLE EXT 7,,8,ATTERIDGEVILLE
560,ATTERIDGEVILLE UIT 7,,8,ATTERIDGEVILLE
561,ATTERIDGEVILLE WEST EXT 6,,8,ATTERIDGEVILLE
562,ATTERIDGEVILLE-WES UIT 6,,8,ATTERIDGEVILLE
563,AUCKLAND PARK,2006,2092,JOHANNESBURG
564,AUDAS EST,,7130,SOMERSET WEST
565,AUDAS LGD,,7130,SOMERSET WEST
566,AUGRABIES,8874,,KAKAMAS
567,AUGUSTA COUNTRY ESTATE,3626,,PINETOWN
568,AUGUSTA COUNTRY LANDGOED,3626,,PINETOWN
569,AUREUS,1760,1759,RANDFONTEIN
570,AUREUS EXT 3,1760,1759,RANDFONTEIN
571,AUREUS UIT 3,1760,1759,RANDFONTEIN
572,AURORA,,7550,DURBANVILLE
573,AURORA,7325,,PIKETBERG
574,AURORA EST,,7550,DURBANVILLE
575,AURORA LGD,,7550,DURBANVILLE
576,AUSTERVILLE,4005,4052,DURBAN
577,AUSTINVIEW EXT 1,1685,1685,HALFWAY HOUSE
578,AUSTINVIEW UIT 1,1685,1685,HALFWAY HOUSE
579,AUSTINVILLE,,7580,BLACKHEATH
580,AVALANO,,1739,KRUGERSDORP
581,AVALON PARK,,7580,KUILSRIVIER
582,AVENTURA EILAND,885,885,LETSITELE
583,AVIAN PARK,,6850,WORCESTER
584,AVIARY HILL,2940,,NEWCASTLE
585,AVION PARK,,6850,WORCESTER
586,AVOCA,,4051,DURBAN NORTH
587,AVOCA HILLS,,4051,DURBAN NORTH
588,AVONDALE,,7490,MATROOSFONTEIN
589,AVONDALE,,7349,ATLANTIS
590,AVONDALE,,7500,PAROW
591,AVONDALE GARDENS,7800,7800,DIEP RIVER
592,AVONDALE TUINE,7800,7800,DIEP RIVER
593,AVONDALE ROAD,4101,,DURBAN
594,AVONTUUR,6490,,UNIONDALE
595,AVONWOOD,,7490,MATROOSFONTEIN
596,AZAADVILLE,1750,1754,KRUGERSDORP
597,AZAADVILLE EXT 1,,1754,KAGISO
598,AZAADVILLE UIT 1,,1754,KAGISO
599,AZALEA,3204,,SCOTTSVILLE
600,AZALEA,3200,3216,PIETERMARITZBURG
601,AZALEA PARK,,6220,DESPATCH
602,AZALIA,,2430,STANDERTON
603,BAAKENS VALLEY,,6001,PORT ELIZABETH
604,BAAKENS VALLEI,,6001,PORT ELIZABETH
605,BAARDSKEERDERSBOS,7271,,GANS BAY
606,BABANANGO,3850,,ESHOWE
607,BABELEGI,407,407,TEMBA
608,BABETHU,488,,BELA-BELA
609,BABIRWA,641,,MAKHADO
610,BABIRWA,716,,POLOKWANE
611,BACA,5160,,LIBODE
612,BADI,5015,,IDUTYWA
613,BADPLAAS,1190,1190,BADPLAAS
614,BADSHOOGTE,,6720,MONTAGU
615,BAFOKENG,2711,,DELAREYVILLE
616,BAGLEYSTON,,2192,JOHANNESBURG
617,BAGQOZINI,5138,,BAGQOZINI
618,BAILEYS MUCKLENEUK,,181,WATERKLOOF
619,BAILLIE PARK,2526,2531,POTCHEFSTROOM
620,BAILLIE PARK EXT 27,2531,2531,POTCHEFSTROOM
621,BAILLIEPARK UIT 27,2531,2531,POTCHEFSTROOM
622,BAIN'S VLEI,9338,,BLOEMFONTEIN
623,BAKENBERG,611,611,POTGIETERSRUS
624,BAKENPARK,,9701,BETHLEHEM
625,BAKERTON,1578,1559,SPRINGS
626,BAKERTON EXT 1,,1559,SPRINGS
627,BAKERTON UIT 1,,1559,SPRINGS
628,BAKERTON EXT 2,,1559,SPRINGS
629,BAKERTON UIT 2,,1559,SPRINGS
630,BAKERTON EXT 4,,1559,SPRINGS
631,BAKERTON UIT 4,,1559,SPRINGS
632,BAKERTON EXT 41,,1559,SPRINGS
633,BAKERTON UIT 41,,1559,SPRINGS
634,BAKERVILLE,2742,2742,LICHTENBURG
635,BAKERVILLE,,4037,MARBLE RAY
636,BAKERVILLE GARDENS,,4037,MARBLE RAY
637,BAKERVILLE HEIGHTS,,3201,PIETERMARITZBURG
638,BAKKE,,6506,MOSSEL BAY
639,BAKKERSHOOGTE,,7130,SOMERSET WEST
640,BAKOLOBENG,2781,,DELAREYVILLE
641,BAKONE,746,,POLOKWANE
642,BAKOVEN,,8005,CAPE TOWN
643,BALEEMA,336,,RUSTENBURG
644,BALFOUR,2410,2410,MPUMALANGA
645,BALFOUR,5740,5740,EASTERN CAPE
646,BALFOUR EXT 6,2410,2410,BALFOUR
647,BALFOUR UIT 6,2410,2410,BALFOUR
648,BALFOUR NORTH,2410,2410,BALFOUR
649,BALFOUR-NOORD,2410,2410,BALFOUR
650,BALGOWAN,3275,,HOWICK
651,BALLASSI VALLEY,,5601,KING WILLIAMS TOWN
652,BALLENGEICH,2942,,NEWCASTLE
653,BALLI HI HOTEL,2942,,NEWCASTLE
654,BALLITO,4420,4399,TONGAAT
655,BALLOTSVIEW,,6529,GEORGE
656,BALMORAL,1037,,WITBANK
657,BALMORAL,,5319,QUEENSTOWN
658,BALOPA,782,,POLOKWANE
659,BALTIMORE,619,,POTGIETERSRUS
660,BALVENIE,,7490,MATROOSFONTEIN
661,BAMAAKA,2842,,MADIKWE
662,BAMARE-A-PHOGOLE,2843,,MADIKWE
663,BAMBANANI,9493,,WELKOM
664,BAMBAY,4310,4309,INANDA
665,BAMBISANA,4829,,LUSIKISIKI
666,BAMBISANANI,3855,,NKANDLA
667,BAMBISANE,4829,,LUSIKISIKI
668,BAMOKGOKO,432,,HAMMANSKRAAL
669,BAMSHELA,3261,,OZWATINI
670,BANBURY,2164,2194,JOHANNESBURG
671,BANBURY CROSS,2164,2194,JOHANNESBURG
672,BANDELIERKOP,800,,POLOKWANE
673,BANHOEK,,7600,STELLENBOSCH
674,BANKENVELD,1035,,WITBANK
675,BANKIES,5341,,LADY FRERE
676,BANKSDRIF,8576,,TAUNG
677,BANNERS REST,4295,,PORT EDWARD
678,BANTRY BAY,,8005,CAPE TOWN
679,BANTRYBAAI,,8005,CAPE TOWN
680,BANZI POORT,5380,,COFIMVABA
681,BAPHALANE,349,,RUSTENBURG
682,BAPO II,337,337,RUSTENBURG
683,BAPONG,269,269,BRITS
684,BAPSFONTEIN,1510,1510,BAPSFONTEIN
685,BARAGWANATH,2013,,JOHANNESBURG
686,BARANDAS,6480,,UNIONDALE
687,BARASEBA,271,,BRITS
688,BARATHEO,338,338,RUSTENBURG
689,BARBAROSA EST,,7806,CONSTANTIA
690,BARBAROSA LGD,,7806,CONSTANTIA
691,BARBEQUE DOWNS,1684,1685,MIDRAND
692,BARBERSPAN,2765,,LICHTENBURG
693,BARBERTON,1300,1300,NELSPRUIT
694,BARBERTON EXT,1300,1300,BARBERTON
695,BARBERTON UIT,1300,1300,BARBERTON
696,BARBERTON EXT 1,1300,1300,BARBERTON
697,BARBERTON UIT 1,1300,1300,BARBERTON
698,BARBERTON EXT 2,1300,1300,BARBERTON
699,BARBERTON UIT 2,1300,1300,BARBERTON
700,BARBERTON EXT 3,1300,1300,BARBERTON
701,BARBERTON UIT 3,1300,1300,BARBERTON
702,BARBERTON EXT 4,1300,1300,BARBERTON
703,BARBERTON UIT 4,1300,1300,BARBERTON
704,BARBERTON EXT 5,1300,1300,BARBERTON
705,BARBERTON UIT 5,1300,1300,BARBERTON
706,BARBERTON EXT 6,1300,1300,BARBERTON
707,BARBERTON UIT 6,1300,1300,BARBERTON
708,BARBERTON EXT 7,1300,1300,BARBERTON
709,BARBERTON UIT 7,1300,1300,BARBERTON
710,BARBERTON EXT 9,1300,1300,BARBERTON
711,BARBERTON UIT 9,1300,1300,BARBERTON
712,BARCELONA,1519,,DAVEYTON
713,BARCELONA,7000,,DE AAR
714,BARCELONA,,7750,GUGULETU
715,BARCELONA,,6506,MOSSEL BAY
716,BARCELONA,,5881,CRADOCK
717,BARCELONA,,6201,ZWIDE
718,BARCELONA EXT,1519,,DAVEYTON
719,BARCELONA UIT,1519,,DAVEYTON
720,BARCELONA EXT 26,1519,,DAVEYTON
721,BARCELONA UIT 26,1519,,DAVEYTON
722,BARCELONA EXT 31,1507,1519,DAVEYTON
723,BARCELONA UIT 31,1507,1519,DAVEYTON
724,BARDALE VILLAGE,,7580,KUILSRIVER
725,BARDALE DORPSGEBIED,,7580,KUILSRIVER
726,BARDENE,1460,1459,BOKSBURG
727,BARDENE EXT 1,,1459,BOKSBURG
728,BARDENE UIT 1,,1459,BOKSBURG
729,BARDENE EXT 13,,1459,BOKSBURG
730,BARDENE UIT 13,,1459,BOKSBURG
731,BARDENE EXT 19,,1459,BOKSBURG
732,BARDENE UIT 19,,1459,BOKSBURG
733,BARDENE EXT 2,,1459,BOKSBURG
734,BARDENE UIT 2,,1459,BOKSBURG
735,BARDENE EXT 20,,1459,BOKSBURG
736,BARDENE UIT 20,,1459,BOKSBURG
737,BARDENE EXT 29,,1459,BOKSBURG
738,BARDENE UIT 29,,1459,BOKSBURG
739,BARDENE EXT 4,,1459,BOKSBURG
740,BARDENE UIT 4,,1459,BOKSBURG
741,BARDENE EXT 5,,1459,BOKSBURG
742,BARDENE UIT 5,,1459,BOKSBURG
743,BARKLY EAST,9786,9786,BARKLY EAST
744,BARKLY-OOS,9786,9786,BARKLY EAST
745,BARKLY WEST,8375,8375,BARKLY WEST
746,BARKLY-WES,8375,8375,BARKLY WEST
747,BARLOW PARK,2148,2090,JOHANNESBURG
748,BARODA,5882,5882,CRADOCK
749,BARONETCY EST,,7500,PAROW
750,BARONETCY LGD,,7500,PAROW
751,BARONETCY ESTATE,,7500,PAROW
752,BARONETCY LANDGOED,,7500,PAROW
753,BARRS FLATS,,4339,VERULAM
754,BARRY HERTZOG,2945,,NEWCASTLE
755,BARRY HERTZOGPARK,2945,,NEWCASTLE
756,BARRYDALE,6750,6750,BARRYDALE
757,BARTLETTS,,1459,BOKSBURG
758,BARTLETTS EXT 10,,1459,BOKSBURG
759,BARTLETTS UIT 10,,1459,BOKSBURG
760,BARTLETTS EXT 14,,1459,BOKSBURG
761,BARTLETTS UIT 14,,1459,BOKSBURG
762,BARTLETTS EXT 18,,1459,BOKSBURG
763,BARTLETTS UIT 18,,1459,BOKSBURG
764,BARTLETTS EXT 44,,1459,BOKSBURG
765,BARTLETTS UIT 44,,1459,BOKSBURG
766,BARTLETTS EXT 6,,1459,BOKSBURG
767,BARTLETTS UIT 6,,1459,BOKSBURG
768,BARTLETTS EXT 69,1462,1459,BOKSBURG
769,BARTLETTS UIT 69,1462,1459,BOKSBURG
770,BARVALE,1202,,NELSPRUIT
771,BARVALLEN,,1401,GERMISTON
772,BASEBO,2855,,MAFIKENG
773,BASHEE BRIDGE,5100,,MTHATHA
774,BASOTHONG SECTION,,1426,TOKOZA
775,BASSONIA,2061,2190,JOHANNESBURG
776,BASSONIA 1,2061,2190,JOHANNESBURG
777,BASSONIA 2,2061,2190,JOHANNESBURG
778,BASSONIA ESTATES,2061,2190,ROSETTENVILLE
779,BASSONIA LANDGOED,2061,2190,ROSETTENVILLE
780,BASSONIA EXT 1,2061,2190,JOHANNESBURG
781,BASSONIA UIT 1,2061,2190,JOHANNESBURG
782,BASSONIA ROCK EXT 12,,2090,BRAMLEY
783,BASSONIA ROCK UIT 12,,2090,BRAMLEY
784,BASTERPAD,633,,MOKAMOLE
785,BASTERSPAD,633,,MOKAMOLE
786,BATAUNG,357,,MAFIKENG
787,BATHLARO,8476,,VRYBURG
788,BATHO,9307,9323,BLOEMFONTEIN
789,BATHO PLAZA,107,,SOSHANGUVE
790,BATHOBATHO,2716,,DELAREYVILLE
791,BATHURST,6166,6166,BATHURST
792,BATLHARO,8476,,VRYBURG
793,BATLHAROS,8476,,VRYBURG
794,BATUBATSE,1398,,NAMAKGALE
795,BAVIAANSPOORT,39,186,LYNN EAST
796,BAWA,4960,,BUTTERWORTH
797,BAY VIEW,,6520,HARTENBOS
798,BAYALA,3966,,MKUZE
799,BAYHEAD,4052,,DURBAN
800,BAYNESFIELD,3770,,SCOTTSVILLE
801,BAYRIDGE,,7441,TABLE VIEW
802,BAYSVILLE,,5241,EAST LONDON
803,BAYSWATER,,9301,BLOEMFONTEIN
804,BAYVIEW,,7798,STRANDFONTEIN
805,BAYVIEW,4084,4092,CHATSWORTH
806,BAYVIEW MCP,4142,,CHATSWORTH
807,BAYWATCH,,7798,STRANDFONTEIN
808,BAZINI,3950,,NONGOMA
809,BAZIYA,5109,,MTHATHA
810,BEACH,,5201,EAST LONDON
811,BEACH,,4001,DURBAN
812,BEACH BOULEVARD,,7441,MILNERTON
813,BEACH EST,,7806,HOUT BAY
814,BEACH LGD,,7806,HOUT BAY
815,BEACH FRONT,4240,,PORT SHEPSTONE
816,BEACHVIEW,6011,6070,EMERALD HILL
817,BEACHWOOD,,4051,DURBAN NORTH
818,BEACON BAY,5205,5241,EAST LONDON
819,BEACONBAAI,5205,5241,EAST LONDON
820,BEACON HILL,,7349,ATLANTIS
821,BEACON VALLEY,,7785,MITCHELLS PLAIN
822,BEACONSFIELD,8315,8301,KIMBERLEY
823,BEACONSFIELD,,1939,VEREENIGING
824,BEACONVALE,,7500,PAROW
825,BEAUFORT WEST,6970,6970,BEAUFORT WEST
826,BEAUFORT-WES,6970,6970,BEAUFORT WEST
827,BEAULIEU,,1686,KYALAMI
828,BEAUMONT,,9585,PARYS
829,BEDE,,5321,QUEENSTOWN
830,BEDELIA,,9459,WELKOM
831,BEDFORD,5780,5780,BEDFORD
832,BEDFORD GARDENS,,2007,JOHANNESBURG
833,BEDFORDPARK,,2007,JOHANNESBURG
834,BEDFORDVIEW,2008,2007,JOHANNESBURG
835,BEDFORDVIEW EXT 3,2008,2007,BEDFORDVIEW
836,BEDFORDVIEW UIT 3,2008,2007,BEDFORDVIEW
837,BEDFORDVIEW EXT 439,2008,2007,BEDFORDVIEW
838,BEDFORDVIEW UIT 439,2008,2007,BEDFORDVIEW
839,BEDFORDVIEW OFFICE PARK,,2007,BEDFORDVIEW
840,BEDFORDVIEW VILLAGE EXT,,2007,BEDFORDVIEW
841,BEDFORDVIEW VILLAGE UIT,,2007,BEDFORDVIEW
842,BEDWANG,408,,TEMBA
843,BEDWORTH PARK,1940,1939,VEREENIGING
844,BEECHAM WOODS,5016,,IDUTYWA
845,BEECHAMWOOD,5016,,IDUTYWA
846,BEESHOEK,,8423,MANCORP MINE
847,BEESTEKRAAL,255,,BRITS
848,BEFULA,2554,,STILFONTEIN
849,BEIRUT,,2745,MAFIKENG
850,BEIRUT,,190,MABOPANE
851,BEKKERSDAL,1772,1779,WESTONARIA
852,BELA-BELA,480,480,WARMBATHS
853,BELA-BELA EXT 1,,480,WARMBATHS
854,BELA-BELA UIT 1,,480,WARMBATHS
855,BELA-BELA EXT 5,480,480,WARMBATHS
856,BELA-BELA UIT 5,480,480,WARMBATHS
857,BELFAST,1100,1100,MIDDELBURG
858,BELFAST EXT,1100,1100,BELFAST
859,BELFAST UIT,1100,1100,BELFAST
860,BELFAST EXT 2,1100,1100,BELFAST
861,BELFAST UIT 2,1100,1100,BELFAST
862,BELFAST EXT 3,1100,1100,BELFAST
863,BELFAST UIT 3,1100,1100,BELFAST
864,BELFORT,,3201,PIETERMARITZBURG
865,BELGRAVIA,,8301,KIMBERLEY
866,BELGRAVIA,,5201,EAST LONDON
867,BELGRAVIA,2043,2094,JOHANNESBURG
868,BELGRAVIA,,7530,BELLVILLE
869,BELGRAVIA EST,,7764,ATHLONE
870,BELGRAVIA LGD,,7764,ATHLONE
871,BELHAR,7507,7493,ELSIES RIVER
872,BELHAR EXT 1,,7493,ELSIES RIVER
873,BELHAR UIT 1,,7493,ELSIES RIVER
874,BELHAR EXT 10,,7493,ELSIES RIVER
875,BELHAR UIT 10,,7493,ELSIES RIVER
876,BELHAR EXT 13,,7493,ELSIES RIVER
877,BELHAR UIT 13,,7493,ELSIES RIVER
878,BELHAR EXT 14,,7493,ELSIES RIVER
879,BELHAR UIT 14,,7493,ELSIES RIVER
880,BELHAR EXT 15,,7493,ELSIES RIVER
881,BELHAR UIT 15,,7493,ELSIES RIVER
882,BELHAR EXT 16,,7493,ELSIES RIVER
883,BELHAR UIT 16,,7493,ELSIES RIVER
884,BELHAR EXT 17,,7493,ELSIES RIVER
885,BELHAR UIT 17,,7493,ELSIES RIVER
886,BELHAR EXT 18,,7493,ELSIES RIVER
887,BELHAR UIT 18,,7493,ELSIES RIVER
888,BELHAR EXT 19,,7493,ELSIES RIVER
889,BELHAR UIT 19,,7493,ELSIES RIVER
890,BELHAR EXT 20,,7493,ELSIES RIVER
891,BELHAR UIT 20,,7493,ELSIES RIVER
892,BELHAR EXT 21,,7493,ELSIES RIVER
893,BELHAR UIT 21,,7493,ELSIES RIVER
894,BELHAR EXT 22,,7493,ELSIES RIVER
895,BELHAR UIT 22,,7493,ELSIES RIVER
896,BELHAR EXT 23,,7493,ELSIES RIVER
897,BELHAR UIT 23,,7493,ELSIES RIVER
898,BELHAR EXT 6,,7493,ELSIES RIVER
899,BELHAR UIT 6,,7493,ELSIES RIVER
900,BELHAR EXT 7,,7493,ELSIES RIVER
901,BELHAR UIT 7,,7493,ELSIES RIVER
902,BELHAR EXT 9,,7493,ELSIES RIVER
903,BELHAR UIT 9,,7493,ELSIES RIVER
904,BELL,,5605,BHISHO
905,BELL ROCK,5073,,ELLIOTDALE
906,BELLA CENTURION,7441,,MILNERTON
907,BELLA VISTA,6837,6835,CERES
908,BELLA VISTA,,7441,MILNERTON
909,BELLAIR,4006,4094,DURBAN
910,BELLAIR EST,,7530,BELLVILLE
911,BELLAIR LGD,,7530,BELLVILLE
912,BELLAIR WINELANDS ESTATE,,7130,SOMERSET WEST
913,BELLAIR WINELANDS LANDGOED,,7130,SOMERSET WEST
914,BELLAIRS PARK EXT 5,,2162,RANDBURG
915,BELLAIRS PARK UIT 5,,2162,RANDBURG
916,BELLAVISTA EST,,2091,JOHANNESBURG
917,BELLAVISTA LGD,,2091,JOHANNESBURG
918,BELLAVISTA SOUTH,,2091,JOHANNESBURG
919,BELLAVISTA-SUID,,2091,JOHANNESBURG
920,BELLE GLEN,,7130,SOMERSET WEST
921,BELLE OMBRE,142,,PRETORIA
922,BELLE OMBRE,,7806,CONSTANTIA
923,BELLEVUE,,2198,JOHANNESBURG
924,BELLEVUE,,3201,PIETERMARITZBURG
925,BELLEVUE,,8801,UPINGTON
926,BELLEVUE CENTRAL,,2198,JOHANNESBURG
927,BELLEVUE SENTRAAL,,2198,JOHANNESBURG
928,BELLEVUE EAST,,2198,JOHANNESBURG
929,BELLEVUE-OOS,,2198,JOHANNESBURG
930,BELLGATE,4400,4399,TONGAAT
931,BELLRAIL,,7530,BELLVILLE
932,BELLVIEW,,7655,WELLINGTON
933,BELLVILLE,7535,7530,CAPE TOWN
934,BELLVILLE BUSINESS PARK,,7530,BELLVILLE
935,BELLVILLE EXT 1,,7530,BELLVILLE
936,BELLVILLE UIT 1,,7530,BELLVILLE
937,BELLVILLE EXT 22,,7530,BELLVILLE
938,BELLVILLE UIT 22,,7530,BELLVILLE
939,BELLVILLE EXT 24,,7530,BELLVILLE
940,BELLVILLE UIT 24,,7530,BELLVILLE
941,BELLVILLE EXT 28,,7530,BELLVILLE
942,BELLVILLE UIT 28,,7530,BELLVILLE
943,BELLVILLE EXT 38,,7530,BELLVILLE
944,BELLVILLE UIT 38,,7530,BELLVILLE
945,BELLVILLE SOUTH,,7530,BELLVILLE
946,BELLVILLE-SUID,,7530,BELLVILLE
947,BELMONT,8720,,HOPETOWN
948,BELMONT PARK,,7570,KRAAIFONTEIN
949,BELTHORNE EST,,7780,LANSDOWNE
950,BELTHORNE LGD,,7780,LANSDOWNE
951,BELVEDERE,,4399,TONGAAT
952,BELVEDERE ZONE 2,,4399,TONGAAT
953,BELVEDERE SONE 2,,4399,TONGAAT
954,BELVEDERE ZONE 4,,4399,TONGAAT
955,BELVEDERE SONE 4,,4399,TONGAAT
956,BELVENIE EST,,7490,MATROOSFONTEIN
957,BELVENIE LGD,,7490,MATROOSFONTEIN
958,BELVIDERE,,6571,KNYSNA
959,BEN KAMMA,,6025,PORT ELIZABETH
960,BENDOR PARK,713,699,POLOKWANE
961,BENDOR PARK EXT 1,,699,POLOKWANE
962,BENDOR PARK UIT 1,,699,POLOKWANE
963,BENDOR PARK EXT 17,,699,POLOKWANE
964,BENDOR PARK UIT 17,,699,POLOKWANE
965,BENDOR PARK EXT 23,,699,POLOKWANE
966,BENDOR PARK UIT 23,,699,POLOKWANE
967,BENDOR PARK EXT 26,,699,POLOKWANE
968,BENDOR PARK UIT 26,,699,POLOKWANE
969,BENDOR PARK EXT 6,,699,POLOKWANE
970,BENDOR PARK UIT 6,,699,POLOKWANE
971,BENDOR PARK EXT 7,,699,POLOKWANE
972,BENDOR PARK UIT 7,,699,POLOKWANE
973,BENDOR PARK EXT 8,,699,POLOKWANE
974,BENDOR PARK UIT 8,,699,POLOKWANE
975,BENFARM,1220,,NELSPRUIT
976,BENGU,5411,,LADY FRERE
977,BENMORE,2010,2196,JOHANNESBURG
978,BENMORE GARDENS,2010,2196,JOHANNESBURG
979,BENMORE GARDENS EXT 1,,2196,JOHANNESBURG
980,BENMORE GARDENS UIT 1,,2196,JOHANNESBURG
981,BENMORE GARDENS EXT 2,,2196,JOHANNESBURG
982,BENMORE GARDENS UIT 2,,2196,JOHANNESBURG
983,BENMORE GARDENS EXT 3,,2196,JOHANNESBURG
984,BENMORE GARDENS UIT 3,,2196,JOHANNESBURG
985,BENNO PARK,,7580,KUILS RIVER
986,BENONI,1500,1501,BENONI
987,BENONI EXT 10,,1501,BENONI
988,BENONI UIT 10,,1501,BENONI
989,BENONI EXT 16,1520,1501,BENONI
990,BENONI UIT 16,1520,1501,BENONI
991,BENONI EXT 17,,1501,BENONI
992,BENONI UIT 17,,1501,BENONI
993,BENONI EXT 20,,1501,BENONI
994,BENONI UIT 20,,1501,BENONI
995,BENONI EXT 21,1500,1501,BENONI
996,BENONI UIT 21,1500,1501,BENONI
997,BENONI EXT 28,1500,1501,BENONI
998,BENONI UIT 28,1500,1501,BENONI
999,BENONI EXT 3,,1501,BENONI
1000,BENONI UIT 3,,1501,BENONI
1001,BENONI EXT 34,1500,1501,BENONI
1002,BENONI UIT 34,1500,1501,BENONI
1003,BENONI EXT 37,,1501,BENONI
1004,BENONI UIT 37,,1501,BENONI
1005,BENONI EXT 4,,1501,BENONI
1006,BENONI UIT 4,,1501,BENONI
1007,BENONI EXT 7,,1501,BENONI
1008,BENONI UIT 7,,1501,BENONI
1009,BENONI NORTH,1527,1501,BENONI
1010,BENONI-NOORD,1527,1501,BENONI
1011,BENONI SMALL FARMS,1509,1501,BENONI
1012,BENONI SOUTH,1502,1501,BENONI
1013,BENONI-SUID,1502,1501,BENONI
1014,BENONI WEST,1503,1501,BENONI
1015,BENONI-WES,1503,1501,BENONI
1016,BENORYN,1504,,BENONI
1017,BENROSE,2011,2094,JOHANNESBURG
1018,BENSONVALE,9764,9764,BENSONVALE
1019,BERARIO,,2195,JOHANNESBURG
1020,BEREA,,2198,JOHANNESBURG
1021,BEREA,,5241,EAST LONDON
1022,BEREA,,4001,DURBAN
1023,BEREA NORTH,,2198,JOHANNESBURG
1024,BEREA-NOORD,,2198,JOHANNESBURG
1025,BEREA PARK,,2,PRETORIA
1026,BEREA ROAD,4007,,DURBAN
1027,BEREAWEG,4007,,DURBAN
1028,BEREA WEST,,3629,WESTVILLE
1029,BEREA-WES,,3629,WESTVILLE
1030,BEREAVILLE,7232,,CALEDON
1031,BERG EN DAL,,7806,HOUT BAY
1032,BERG EN DAL,,6280,GRAAFF-REINET
1033,BERG EN DAL,,7655,WELLINGTON
1034,BERG EN DAL ESTATE,,7806,HOUT BAY
1035,BERG-EN-DAL LANDGOED,,7806,HOUT BAY
1036,BERGBRON,1712,1709,FLORIDA
1037,BERGBRON EXT 1,,1709,FLORIDA
1038,BERGBRON UIT 1,,1709,FLORIDA
1039,BERGBRON EXT 12,,1709,FLORIDA
1040,BERGBRON UIT 12,,1709,FLORIDA
1041,BERGBRON EXT 19,,1709,FLORIDA
1042,BERGBRON UIT 19,,1709,FLORIDA
1043,BERGBRON EXT 2,,1709,FLORIDA
1044,BERGBRON UIT 2,,1709,FLORIDA
1045,BERGBRON EXT 3,,1709,FLORIDA
1046,BERGBRON UIT 3,,1709,FLORIDA
1047,BERGBRON EXT 4,,1709,FLORIDA
1048,BERGBRON UIT 4,,1709,FLORIDA
1049,BERGBRON EXT 8,,1709,FLORIDA
1050,BERGBRON UIT 8,,1709,FLORIDA
1051,BERGBRON EXT 9,,1709,FLORIDA
1052,BERGBRON UIT 9,,1709,FLORIDA
1053,BERGENDAL EST,,7806,CONSTANTIA
1054,BERGENDAL LGD,,7806,CONSTANTIA
1055,BERGMANSHOOGTE,9970,9970,PHILIPPOLIS
1056,BERGNEK,707,,POLOKWANE
1057,BERGSHOOP,,7550,DURBANVILLE
1058,BERGSIG,8240,8240,SPRINGBOK
1059,BERGSIG,,6525,GREAT BRAK RIVER
1060,BERGSIG,1442,1441,HEIDELBERG
1061,BERGSIG,7460,7460,GOODWOOD
1062,BERGSIG,,6720,MONTAGU
1063,BERGSIG,,6850,WORCESTER
1064,BERGSIG,,7230,CALEDON
1065,BERGSIG,,9701,BETHLEHEM
1066,BERGSIG,,7550,DURBANVILLE
1067,BERGSIG,,6660,CALITZDORP
1068,BERGSIG,,6529,GEORGE
1069,BERGSIG,,6120,KIRKWOOD
1070,BERGSIG,,5319,QUEENSTOWN
1071,BERGSIG,,9880,HARRISMITH
1072,BERGSIG,,6900,LAINGSBURG
1073,BERGSIG EXT 9,1442,,HEIDELBERG
1074,BERGSIG UIT 9,1442,,HEIDELBERG
1075,BERGSTROOM,,7530,BELLVILLE
1076,BERGVILLE,3350,,MONT AUX SOURCES
1077,BERGVLEI,2012,2090,JOHANNESBURG
1078,BERGVLIET,7864,7945,CAPE TOWN
1079,BERGZICHT,7460,7460,GOODWOOD
1080,BERKSHIRE DOWNS,,3610,PINETOWN
1081,BERLIN,5660,5660,BERLIN
